position_code,area,department,position,degree,major,number_of_recruits,number_of_applicants
120208,芜湖,湾沚区乡镇机关,乡村振兴,高中（中专）,不限,1,0
030001,亳州,亳州市中级人民法院,法官助理,本科,法学类（不含特设专业）,2,41
030002,亳州,亳州市中级人民法院,司法行政人员,本科,中国语言文学类（不含特设专业）、新闻传播学类（不含特设专业）,1,58
030003,亳州,亳州市中级人民法院,司法行政人员,本科,不限,1,353
030004,亳州,亳州市交通运输局,交通运输综合管理,本科,交通运输类、土木类,2,185
030005,亳州,亳州市乡村振兴局,乡村振兴,本科,农业经济管理类、农业工程类、中国语言文学类、工商管理类、计算机类,1,89
030006,亳州,亳州市所辖部分县公安局,人民警察,专科,研究生专业：公安学、公安技术一级学科下的各研究方向；本科专业：侦查学、治安学、交通管理工程、刑事科学技术、网络安全与执法、警务指挥与战术；专科专业：刑事侦查、治安管理、交通管理、刑事科学技术、信息网络安全监察、警察指挥与战术、特警专业,9,51
030007,亳州,亳州市谯城区人民法院,法官助理,本科,法学类（不含特设专业）,2,13
030008,亳州,亳州市谯城区人民检察院,检察官助理,本科,法学类（不含特设专业）,1,10
030009,亳州,亳州市谯城区人民检察院,检察官助理,本科,法学类（不含特设专业）,1,14
030010,亳州,亳州市谯城区政协办公室,综合文字,本科,中国语言文学类、新闻传播学类,1,44
030011,亳州,中共亳州市谯城区委党校,综合文字,本科,马克思主义理论类、中国语言文学类,2,42
030012,亳州,亳州市谯城区司法局,司法行政,本科,法学类（不含特设专业）,1,27
030013,亳州,亳州市谯城区司法局,司法行政,本科,中国语言文学类,1,18
030014,亳州,亳州市谯城区市场监督管理局,市场监管,本科,法学类（不含特设专业）,1,34
030015,亳州,亳州市谯城区市场监督管理局,市场监管,本科,计算机类、电子信息类、电气类、机械类,2,214
030016,亳州,亳州市谯城区市场监督管理局,市场监管,本科,经济学类、金融学类、工商管理类,1,82
030017,亳州,亳州市谯城区市场监督管理局,市场监管,本科,食品科学与工程类、药学类、中药学类,1,44
030018,亳州,亳州市谯城区农业农村局区农业综合开发服务中心,农业经济管理,本科,工程管理专业、工程造价专业、农业水利工程专业、农业工程专业,1,42
030019,亳州,亳州市谯城区发改委区重点项目建设推进服务中心,项目服务,本科,经济学类、金融学类,1,84
030020,亳州,亳州市谯城区商务局药业发展促进中心,工业经济管理,本科,药学类、中药学类、生物制药专业、制药工程专业,1,48
030021,亳州,亳州市谯城区乡镇机关,综合管理,本科,不限,8,109
030022,亳州,亳州市谯城区乡镇机关,综合管理,专科,不限,8,1005
030023,亳州,亳州市谯城区乡镇机关,综合管理,本科,中国语言文学类、新闻传播学类、法学类,5,83
030024,亳州,亳州市谯城区乡镇机关,综合管理,本科,经济学类、金融学类、经济与贸易类、统计学类,5,102
030025,亳州,亳州市谯城区乡镇机关,综合管理,本科,农业工程类、农业经济管理类、植物生产类,5,21
030026,亳州,亳州市谯城区街道办事处,综合管理,本科,计算机类、电子信息类、中国语言文学类,3,152
030027,亳州,亳州市谯城区乡镇机关,综合管理,本科,不限,1,90
030028,亳州,谯城区乡镇机关,综合管理,本科,不限,1,6
030029,亳州,涡阳县人大常委会机关,机关综合,本科,中国语言文学类、经济学类、法学类,1,21
030030,亳州,中共涡阳县纪委监委机关,纪检监察,本科,法学类,1,8
030031,亳州,中共涡阳县纪委监委机关,纪检监察,本科,法学类,2,18
030032,亳州,中共涡阳县纪委监委机关,纪检监察,本科,法学类,2,14
030033,亳州,涡阳县人民法院,法官助理,本科,法学类（不含特设专业）,2,4
030034,亳州,涡阳县人民法院,司法行政人员,本科,图书情报与档案管理类,1,8
030035,亳州,涡阳县人民法院,司法行政人员,本科,不限,1,1
030036,亳州,涡阳县人民检察院,检察官助理,本科,法学类（不含特设专业）,3,12
030037,亳州,涡阳县人民检察院,检察官助理,本科,法学类（不含特设专业）,1,13
030038,亳州,涡阳县人民检察院,司法行政,本科,不限,1,11
030039,亳州,涡阳县人民政府办公室,综合文字,本科,法学类（不含特设专业）、经济学类、汉语言文学专业、秘书学专业、新闻学专业、行政管理专业,1,15
030040,亳州,涡阳县经济和信息化局,工业经济管理,本科,经济学门类,1,35
030041,亳州,涡阳县财政局,综合管理,本科,财政学类、金融学类、经济与贸易类、会计学专业、财务管理专业,1,71
030042,亳州,涡阳县人力资源和社会保障局,机关综合,本科,不限,1,7
030043,亳州,涡阳县自然资源和规划局,自然资源执法,本科,法学类（不含特设专业）,1,3
030044,亳州,涡阳县自然资源和规划局,综合管理,本科,人文地理与城乡规划专业、城乡规划专业、木材科学与工程专业,1,26
030045,亳州,涡阳县交通运输局,综合管理,本科,不限,1,9
030046,亳州,涡阳县文化旅游体育局,文化旅游体育管理,本科,旅游管理类、文化产业管理专业、法学专业,1,36
030047,亳州,涡阳县审计局,审计综合管理,本科,财政学类、审计学专业、会计学专业、财务管理专业,1,32
030048,亳州,涡阳县市场监督管理局,市场监管,本科,机械类、材料类,2,50
030049,亳州,涡阳县市场监督管理局,市场监管,本科,食品科学与工程类、化学类,2,40
030050,亳州,涡阳县市场监督管理局,市场监管,本科,法学类（不含特设专业）,2,8
030051,亳州,涡阳县市场监督管理局,市场监管,本科,不限,1,3
030052,亳州,涡阳县市场监督管理局,市场监管,本科,药学类、中药学类,1,17
030053,亳州,涡阳县城市管理局,城市管理,本科,法学类（不含特设专业）,1,3
030054,亳州,涡阳县人民政府信访局,综合管理,本科,法学类（不含特设专业）、计算机类、汉语言文学专业、汉语言专业、新闻学专业,1,29
030055,亳州,涡阳县公安局,网络安全管理★,本科,计算机科学与技术专业、软件工程专业、网络工程专业、信息安全专业,2,33
030056,亳州,涡阳县公安局,人民警察,本科,中国语言文学类,1,5
030057,亳州,涡阳县公安局,人民警察,本科,新闻传播学类,1,8
030058,亳州,涡阳县公安局,人民警察,本科,档案学专业、图书馆学专业、信息资源管理专业,1,4
030059,亳州,涡阳县公安局,人民警察,专科,公安管理类、公安指挥类,6,37
030060,亳州,涡阳县公安局,人民警察,专科,公安技术类、公安侦查类,6,21
030061,亳州,涡阳县司法局,司法行政,本科,法学类（不含特设专业）,2,14
030062,亳州,涡阳县街道机关,人武专干,专科,不限,1,13
030063,亳州,涡阳县乡镇机关,人武专干,专科,不限,1,8
030064,亳州,涡阳县街道机关,综合管理,本科,公共管理类,1,12
030065,亳州,涡阳县街道机关,综合管理,本科,农学门类,1,17
030066,亳州,涡阳县乡镇机关,综合管理,本科,不限,8,65
030067,亳州,涡阳县乡镇机关,综合管理,专科,不限,4,378
030068,亳州,涡阳县乡镇机关,综合管理,本科,不限,2,69
030069,亳州,涡阳县乡镇机关,综合管理,本科,不限,2,91
030070,亳州,中共蒙城县委办公室,机关综合,本科,工学门类、农学门类、法学门类、经济学门类、管理学门类、中国语言文学类,1,90
030071,亳州,蒙城县人大常委会机关,机关综合,本科,中国语言文学类,1,16
030072,亳州,中共蒙城县纪委监委机关,纪检监察,本科,法学专业、侦查学专业、经济犯罪侦查专业、技术侦查学专业,6,52
030073,亳州,蒙城县人民法院,法官助理,本科,法学类（不含特设专业）,4,9
030074,亳州,蒙城县人民法院,司法行政人员,本科,不限,1,10
030075,亳州,蒙城县人民法院,司法行政人员,本科,会计学专业、财务管理专业、审计学专业、财务会计教育专业,1,37
030076,亳州,蒙城县人民法院,司法警察,专科,刑事执行专业、刑事侦查技术专业、罪犯心理测量与矫正技术专业、行政执行专业、戒毒矫治技术专业、司法信息安全专业、司法警务专业,1,23
030077,亳州,蒙城县人民检察院,检察官助理,本科,法学类（不含特设专业）,1,8
030078,亳州,蒙城县人民检察院,司法行政,本科,马克思主义理论类、中国语言文学类,1,17
030079,亳州,蒙城县人民政府办公室,机关综合,本科,不限,1,47
030080,亳州,蒙城县人民政府办公室,机关综合,本科,不限,1,5
030081,亳州,蒙城县经济和信息化局,经济管理,本科,经济学类,1,31
030082,亳州,蒙城县财政局,财政管理,本科,财政学类,1,21
030083,亳州,蒙城县自然资源和规划局,机关综合,本科,不限,1,70
030084,亳州,蒙城县农业农村局,政策法规宣传,本科,法学类（不含特设专业）,1,14
030085,亳州,蒙城县农业农村局,农业经济管理,本科,农业经济管理类,1,10
030086,亳州,蒙城县卫生健康委员会,卫生事务管理,本科,预防医学专业、妇幼保健医学专业、卫生监督专业、全球健康学专业,1,14
030087,亳州,蒙城县应急管理局,法务管理,本科,法学类（不含特设专业）,1,5
030088,亳州,蒙城县市场监督管理局,市场综合管理,本科,食品科学与工程类、药学专业、机械设计制造及其自动化专业、能源与动力工程专业,1,42
030089,亳州,蒙城县市场监督管理局,市场监管,本科,法学类（不含特设专业）,1,42
030090,亳州,蒙城县市场监督管理局,市场综合管理,本科,不限,2,137
030091,亳州,蒙城县市场监督管理局,市场综合管理,本科,不限,3,178
030092,亳州,蒙城县市场监督管理局,市场综合管理,本科,不限,1,10
030093,亳州,蒙城县医疗保障局,政策法规宣传,本科,法学类（不含特设专业）,1,11
030094,亳州,蒙城县公安局,人民警察,专科,不限,1,36
030095,亳州,蒙城县机关事务管理中心,公务车辆管理,本科,车辆工程专业、汽车服务工程专业、汽车维修工程教育专业、新能源汽车工程专业,1,34
030096,亳州,蒙城县机关事务管理中心,后勤服务,本科,旅游管理类,1,35
030097,亳州,蒙城县应急管理局县救灾减灾中心,应急综合管理,本科,计算机科学与技术专业、软件工程专业、网络工程专业、电子与计算机工程专业,1,23
030098,亳州,蒙城县财政局县非税收入征收管理服务中心,非税业务管理,本科,会计学专业、财务管理专业、审计学专业、人力资源管理专业,1,52
030099,亳州,蒙城县农业农村局县农业机械事业发展中心,机关综合,本科,中国语言文学类、新闻学专业,1,13
030100,亳州,蒙城县文化旅游体育局县文化事业发展中心,体育事业管理,本科,社会体育指导与管理专业、休闲体育专业、体育旅游专业、智能体育工程专业,1,29
030101,亳州,蒙城县文化旅游体育局县文化事业发展中心,机关综合,本科,不限,2,17
030102,亳州,蒙城县街道办事处,综合管理,本科,中国语言文学类,2,15
030103,亳州,蒙城县街道办事处,综合管理,本科,农业经济管理类,1,5
030104,亳州,蒙城县街道办事处,综合管理,本科,不限,2,8
030105,亳州,蒙城县街道办事处,经济管理,本科,经济学门类、统计学专业、法学类（不含特设专业）,1,21
030106,亳州,蒙城县乡镇机关,综合管理,本科,不限,4,20
030107,亳州,蒙城县乡镇机关,综合管理,专科,不限,4,300
030108,亳州,蒙城县乡镇机关,综合管理,本科,不限,4,215
030109,亳州,蒙城县乡镇机关,人武专干,专科,人民武装专业（退役军人报考可不限专业）,1,26
030110,亳州,中共利辛县委办公室,机关综合,本科,汉语言文学类、公共管理类,1,18
030111,亳州,中共利辛县纪委监委机关,纪检监察,本科,不限,1,15
030112,亳州,中共利辛县纪委监委机关,纪检监察,本科,法学类（不含特设专业）,2,27
030113,亳州,中共利辛县委巡察工作领导小组办公室,巡视巡察,本科,法学类（不含特设专业）、公共管理类,1,18
030114,亳州,利辛县人民法院,法官助理,本科,法学类（不含特设专业）,4,5
030115,亳州,利辛县人民法院,综合业务,本科,法学类（不含特设专业）,1,6
030116,亳州,利辛县人民法院,司法行政人员,本科,不限,1,10
030117,亳州,利辛县人民法院,司法警察,专科,刑事执行专业、刑事侦查技术专业、罪犯心理测量与矫正技术专业、行政执行专业、戒毒矫治技术专业、司法信息安全专业、司法警务专业,1,13
030118,亳州,利辛县人民检察院,检察官助理,本科,法学类（不含特设专业）,2,7
030119,亳州,利辛县人民检察院,检察官助理,本科,法学类（不含特设专业）,2,8
030120,亳州,利辛县司法局,司法行政,本科,法学类（不含特设专业）,2,39
030121,亳州,利辛县司法局,司法行政,本科,法学类（不含特设专业）,2,5
030122,亳州,利辛县司法局,司法行政,本科,法学类（不含特设专业）,2,12
030123,亳州,利辛县司法局,信息管理,本科,计算机类、电子信息类,1,43
030124,亳州,利辛县司法局,机关综合,本科,不限,2,16
030125,亳州,利辛县公安局,法医★,本科,法医学类、临床医学专业,1,11
030126,亳州,利辛县公安局,网络安全管理★,本科,网络空间安全专业、网络工程专业、软件工程专业、电子与计算机工程专业、信息工程专业,1,6
030127,亳州,利辛县公安局,人民警察,本科,不限,3,61
030128,亳州,利辛县公安局,人民警察,专科,不限,1,36
030129,亳州,利辛县发展和改革委员会,经济管理,本科,经济学类,1,21
030130,亳州,利辛县发展和改革委员会,经济管理,本科,不限,1,15
030131,亳州,利辛县审计局,审计综合管理,本科,会计学专业、财务管理专业、审计学专业、财政学专业,2,95
030132,亳州,利辛县市场监督管理局,市场监管,本科,食品科学与工程类,4,52
030133,亳州,利辛县市场监督管理局,市场监管,本科,药学类、中药学类,3,45
030134,亳州,利辛县市场监督管理局,市场监管,本科,机械类、电气类、材料类,3,123
030135,亳州,利辛县市场监督管理局,市场监管,本科,不限,2,15
030136,亳州,利辛县文化旅游体育局,行政管理,本科,管理学门类、汉语言文学专业、新闻学专业,1,75
030137,亳州,利辛县数据资源管理局,信息系统管理,本科,计算机类,1,34
030138,亳州,利辛县乡镇机关,村镇建设管理,专科,不限,6,86
030139,亳州,利辛县乡镇机关,人武专干,专科,人民武装专业（退役军人报考可不限专业）,2,47
030140,亳州,利辛县乡镇机关,村镇建设管理,专科,不限,8,590
030141,亳州,利辛县乡镇机关,村镇建设管理,本科,不限,5,99
030142,亳州,利辛县乡镇机关,村镇建设管理,本科,不限,5,92
030143,亳州,利辛县乡镇机关,村镇建设管理,本科,不限,6,104
030144,亳州,利辛县乡镇机关,村镇建设管理,本科,不限,6,111
030145,亳州,谯城区乡镇机关,综合管理,高中（中专）,不限,2,0
030146,亳州,蒙城县乡镇机关,综合管理,高中（中专）,不限,1,0
010001,合肥,合肥市人大常委会办公室,机关综合,本科,中国语言文学类、法学类,2,133
010002,合肥,合肥市纪委监委派驻纪检监察机构,纪检监察,本科,法学类,1,32
010003,合肥,合肥市纪委监委派驻纪检监察机构,纪检监察,本科,法学类,1,19
010004,合肥,合肥市纪委监委派驻纪检监察机构,纪检监察,研究生,计算机类,1,66
010005,合肥,合肥市纪委监委派驻纪检监察机构,纪检监察,本科,侦查学专业、经济犯罪侦查专业、技术侦查学专业、犯罪学专业、公安情报学专业,2,18
010006,合肥,中共合肥市委宣传部,文化产业规划管理,本科,经济学类、文化产业管理专业,1,44
010007,合肥,中共合肥市委统一战线工作部,综合文字,本科,中国语言文学类、新闻传播学类,1,76
010008,合肥,中共合肥市委市直机关工作委员会,综合文字,本科,哲学专业、汉语言文学专业、汉语言专业、思想政治教育专业、马克思主义理论专业、新闻学专业,1,116
010009,合肥,中共合肥市委老干部局,机关综合,本科,中国语言文学类、新闻传播学类、工商管理类,1,364
010010,合肥,合肥市文明办,文明创建管理,本科,公共管理类、中国语言文学类、新闻传播学类、教育学类、计算机类、哲学类、法学类、历史学类、城乡规划专业,1,368
010011,合肥,民盟合肥市委,机关综合,本科,不限,1,425
010012,合肥,民建合肥市委,机关综合,本科,不限,1,27
010013,合肥,合肥市工商业联合会,经济管理,本科,经济学类、经济与金融专业、工商管理专业,1,271
010014,合肥,合肥市人民政府办公室,机关综合,本科,经济学门类、中国语言文学类、新闻传播学类、建筑类、统计学类、法学类,2,111
010015,合肥,合肥市发展和改革委员会,宏观经济发展研究,本科,金融学类、统计学类,2,140
010016,合肥,合肥市发展和改革委员会,高新技术产业发展研究,本科,生物工程类、能源动力类、航空航天类,2,117
010017,合肥,合肥市发展和改革委员会,城市更新研究,本科,土木类、建筑类、交通运输类,2,251
010018,合肥,合肥市经济和信息化局,经济综合分析,本科,经济学门类、统计学类,1,86
010019,合肥,合肥市经济和信息化局,产业发展分析,本科,机械类、材料类、电气类、电子信息类、自动化类、计算机类、化工与制药类、生物医学工程类、生物工程类、工业工程类,3,609
010020,合肥,合肥市经济和信息化局,综合文字,本科,经济学门类、汉语言文学专业、新闻学专业、哲学专业,2,123
010021,合肥,合肥市公安局,人民警察,本科,法学类,5,85
010022,合肥,合肥市公安局,人民警察,本科,法学类,1,2
010023,合肥,合肥市公安局,人民警察,本科,新闻传播学类,1,16
010024,合肥,合肥市公安局,信息通信★,本科,计算机科学与技术专业、软件工程专业、数字媒体技术专业、数据科学与大数据技术专业、信息安全专业、网络空间安全专业、网络工程专业,4,173
010025,合肥,合肥市公安局,信息通信★,本科,计算机科学与技术专业、软件工程专业、数字媒体技术专业、数据科学与大数据技术专业、信息安全专业、网络空间安全专业、网络工程专业,1,50
010026,合肥,合肥市公安局,信息通信★,本科,电子信息工程专业、电子科学与技术专业、通信工程专业、微电子科学与工程专业、光电信息科学与工程专业、信息工程专业、电子信息科学与技术专业、电信工程及管理专业,3,149
010027,合肥,合肥市公安局,金融财会★,本科,金融学类,3,88
010028,合肥,合肥市公安局,金融财会★,本科,金融学类,1,3
010029,合肥,合肥市公安局,金融财会★,本科,会计学专业、会计专业、财务会计教育专业,2,98
010030,合肥,合肥市公安局,金融财会★,本科,财务管理专业、审计学专业、资产评估专业,1,38
010031,合肥,合肥市公安局,法医★,本科,法医学类,2,25
010032,合肥,合肥市财政局,财政财务管理,本科,经济学门类,2,282
010033,合肥,合肥市财政局,财政统计分析,本科,数学类,2,335
010034,合肥,合肥市财政局,经济政策研究,研究生,经济学门类,2,285
010035,合肥,合肥市财政局,综合文字,本科,中国语言文学类、新闻传播学类,1,68
010036,合肥,合肥市财政局,机关综合,本科,不限,1,15
010037,合肥,合肥市自然资源和规划局,自然资源管理,本科,土地资源管理专业、土木工程专业、测绘工程专业,3,487
010038,合肥,合肥市自然资源和规划局,自然资源管理,本科,建筑类,2,240
010039,合肥,合肥市生态环境局,环境管理,本科,法学类（不含特设专业）,1,13
010040,合肥,合肥市生态环境局,环境管理,本科,化学类、生物科学类、环境科学与工程类、生物工程类、大气科学专业、材料化学专业、给排水科学与工程专业、水文与水资源工程专业、化学工程与工艺专业、农业资源与环境专业、资源循环科学与工程专业、化学工程与工业生物工程专业、地下水科学与工程专业、食品安全与检测专业,1,270
010041,合肥,合肥市城乡建设局,消防设计审查验收,本科,建筑学专业、土木工程专业、安全工程专业、消防工程专业,1,159
010042,合肥,合肥市交通运输局,交通运输工程建设管理,本科,土木、水利与交通工程专业、土木工程专业、道路桥梁与渡河工程专业、港口航道与海岸工程专业、交通工程专业,1,156
010043,合肥,合肥市交通运输局,交通运输管理,本科,交通运输专业、交通管理专业、物流管理专业、物流工程专业,1,286
010044,合肥,合肥市交通运输局,机关综合,本科,法学类（不含特设专业）,1,59
010045,合肥,合肥市交通运输局,档案管理,本科,图书情报与档案管理类,1,105
010046,合肥,合肥市卫生健康委员会,卫生健康管理,本科,临床医学类、公共卫生与预防医学类,3,413
010047,合肥,合肥市卫生健康委员会,机关综合,本科,社会学类、中国语言文学类、公共事业管理专业、行政管理专业,1,177
010048,合肥,合肥市审计局,审计,本科,会计专业、会计学专业、审计学专业、金融学专业、财政学专业,1,56
010049,合肥,合肥市审计局,审计,本科,软件工程专业、网络工程专业、空间信息与数字技术专业、电子与计算机工程专业,1,76
010050,合肥,合肥市市场监督管理局,价格监管,本科,经济学类、财政学类、金融学类、会计学专业、财务管理专业、审计学专业,2,233
010051,合肥,合肥市市场监督管理局,价格监管,本科,经济学类、财政学类、金融学类、会计学专业、财务管理专业、审计学专业,1,84
010052,合肥,合肥市市场监督管理局,市场监管,本科,法学类,2,66
010053,合肥,合肥市市场监督管理局,食品药品监管,本科,药学类、中药学类、化工与制药类、生物工程类、食品科学与工程类,1,117
010054,合肥,合肥市市场监督管理局,食品药品监管,本科,药学类、中药学类、化工与制药类、生物工程类、食品科学与工程类,2,125
010055,合肥,合肥市市场监督管理局,市场监管,本科,计算机类,1,82
010056,合肥,合肥市市场监督管理局,特种设备监管,本科,机械类、仪器类、材料类、能源动力类、电气类、自动化类,1,128
010057,合肥,合肥市市场监督管理局,市场监管,本科,不限,1,16
010058,合肥,合肥市住房保障和房产管理局,财务管理,本科,会计学专业、财务管理专业、财务会计教育专业,1,130
010059,合肥,合肥市住房保障和房产管理局,房地产市场监管,本科,建筑类、土木类,1,173
010060,合肥,合肥市住房保障和房产管理局,信息宣传,本科,新闻学专业、传播学专业、网络与新媒体专业,1,91
010061,合肥,合肥市体育局,行政管理,本科,中国语言文学类、哲学专业,1,54
010062,合肥,合肥市林业和园林局,绿化管理,本科,林学类、建筑类,1,213
010063,合肥,合肥高新技术产业开发区市场监督管理局,市场监管,本科,工学门类,1,160
010064,合肥,合肥高新技术产业开发区市场监督管理局,市场监管,本科,工学门类、理学门类,1,202
010065,合肥,合肥经济技术开发区市场监督管理局,机关综合,本科,政治学类、马克思主义理论类、中国语言文学类（不含手语翻译）,1,57
010066,合肥,合肥经济技术开发区市场监督管理局,市场监管,本科,法学类,1,12
010067,合肥,合肥经济技术开发区市场监督管理局,市场监管,本科,工学门类,1,203
010068,合肥,合肥经济技术开发区市场监督管理局,食品安全监管,本科,食品科学与工程类,1,144
010069,合肥,合肥经济技术开发区市场监督管理局,市场监管,本科,不限,1,10
010070,合肥,合肥新站高新技术产业开发区市场监督管理局,市场监管,本科,药学类、生物医学工程类、化工与制药类、化妆品技术与工程专业,2,263
010071,合肥,合肥新站高新技术产业开发区市场监督管理局,市场监管,本科,法学类（不含特设专业）,2,28
010072,合肥,合肥新站高新技术产业开发区市场监督管理局,市场监管,本科,不限,1,6
010073,合肥,安徽巢湖经济开发区市场监督管理局,市场监管,本科,工商管理类,1,137
010074,合肥,中共合肥市委组织部党员电教中心,新媒体编辑,本科,新闻传播学类、影视摄影与制作专业,1,21
010075,合肥,中共合肥市委党校（市行政学院）,财务管理,本科,会计学专业、会计专业、审计学专业、财务管理专业,1,135
010076,合肥,中共合肥市委党校（市行政学院）,教学管理,本科,不限,1,28
010077,合肥,合肥市社会科学界联合会（市委讲师团、市社科院）,经济管理研究,研究生,人口、资源与环境经济学（二级学科）、政治经济学（二级学科）、经济思想史（二级学科）、经济史（二级学科）、世界经济（二级学科）、国民经济学（二级学科）、区域经济学（二级学科）、产业经济学（二级学科）,1,59
010078,合肥,合肥市社会科学界联合会（市委讲师团、市社科院）,理论研究,研究生,文艺学（二级学科）、语言学及应用语言学（二级学科）、中国古代文学（二级学科）、中国现当代文学（二级学科）、比较文学与世界文学（二级学科）、新闻学（二级学科）、传播学（二级学科）、马克思主义哲学（二级学科）、中国哲学（二级学科）、逻辑学（二级学科）、科学技术哲学（二级学科）,1,57
010079,合肥,合肥市财政局财政国库支付中心,财政财务管理,本科,经济学门类,1,117
010080,合肥,合肥市自然资源和规划局自然资源和规划监察支队,自然资源监察执法,本科,不限,1,15
010081,合肥,合肥市自然资源和规划局自然资源和规划监察支队,自然资源监察执法,本科,测绘类,1,81
010082,合肥,合肥市自然资源和规划局自然资源和规划监察支队,自然资源监察执法,本科,矿业类,1,63
010083,合肥,合肥市自然资源和规划局自然资源和规划监察支队,自然资源监察执法,本科,建筑类、土地资源管理专业,1,45
010084,合肥,合肥市自然资源和规划局自然资源和规划监察支队,自然资源监察执法,本科,地理科学类,1,92
010085,合肥,合肥市自然资源和规划局自然资源和规划监察支队,自然资源监察执法,本科,中国语言文学类、新闻传播学类,1,62
010086,合肥,合肥市生态环境局生态环境保护综合行政执法支队,环境执法,本科,核工程类、电磁场与无线技术专业,1,23
010087,合肥,合肥市生态环境局生态环境保护综合行政执法支队,环境执法,本科,法学类（不含特设专业）,1,12
010088,合肥,合肥市应急管理局应急管理综合行政执法支队,法制审核,本科,法学类（不含特设专业）,1,15
010089,合肥,合肥市应急管理局应急管理综合行政执法支队,法制审核,本科,法学类（不含特设专业）,1,13
010090,合肥,合肥市市场监督管理局市场监管综合行政执法支队,综合行政执法,本科,法学类（不含特设专业）,2,53
010091,合肥,合肥市市场监督管理局市场监管综合行政执法支队,价格执法,本科,会计学专业、会计专业、审计学专业、财务管理专业,1,86
010092,合肥,合肥市市场监督管理局市场监管综合行政执法支队,药品质量执法,本科,药学类,1,41
010093,合肥,合肥市市场监督管理局市场监管综合行政执法支队,食品质量执法,本科,食品科学与工程类,1,55
010094,合肥,合肥市市场监督管理局市场监管综合行政执法支队,产品质量执法,本科,机械类,1,85
010095,合肥,合肥市市场监督管理局市场监管综合行政执法支队,综合行政执法,本科,不限,1,7
010096,合肥,合肥市公共资源交易监督管理局市场执法监察支队,公共资源交易执法,本科,土木类、建筑类、水利类、交通运输类,2,230
010097,合肥,合肥市中级人民法院,法官助理,本科,法学类（不含特设专业）,4,103
010098,合肥,合肥市中级人民法院,司法警察,本科,法学类（不含特设专业）,2,32
010099,合肥,合肥市中级人民法院,司法警察,本科,公安学类、汉语言文学专业、新闻学专业、人力资源管理专业,2,45
010100,合肥,合肥市中级人民法院,司法警察,本科,法学类（不含特设专业）,1,13
010101,合肥,合肥市人民检察院,检察官助理,研究生,宪法学与行政法学（二级学科）、刑法学（二级学科）、民商法学（二级学科）、诉讼法学（二级学科）、经济法学（二级学科）、环境与资源保护法学（二级学科）,5,48
010102,合肥,合肥市人民检察院,检察官助理,研究生,宪法学与行政法学（二级学科）、刑法学（二级学科）、民商法学（二级学科）、诉讼法学（二级学科）、经济法学（二级学科）、环境与资源保护法学（二级学科）,2,5
010103,合肥,合肥市人民检察院,司法行政人员,本科,中国语言文学类、新闻传播学类、哲学专业,2,133
010104,合肥,合肥市人民检察院,司法行政人员,本科,不限,1,23
010105,合肥,肥东县人民法院,法官助理1,本科,法学类（不含特设专业）,3,27
010106,合肥,肥东县人民法院,法官助理2,本科,法学类（不含特设专业）,1,0
010107,合肥,肥东县人民法院,司法警察,本科,法学类、公安学类,1,11
010108,合肥,肥东县人民法院,司法行政人员,本科,中国语言文学类、新闻学专业,1,49
010109,合肥,肥东县人民检察院,检察官助理,本科,法学类（不含特设专业）,1,9
010110,合肥,肥东县人民检察院,司法行政人员,本科,计算机类,1,95
010111,合肥,肥东县教育体育局,教育管理,本科,教育学专业、科学教育专业、人文教育专业,2,131
010112,合肥,肥东县教育体育局,教育管理,本科,心理学类、心理健康教育专业,1,143
010113,合肥,肥东县公安局,人民警察,本科,中国语言文学类、新闻传播学类,1,14
010114,合肥,肥东县公安局,人民警察,本科,法学类,1,9
010115,合肥,肥东县公安局,人民警察,本科,计算机科学与技术专业、软件工程专业、信息工程专业、网络工程专业、数据科学与大数据技术专业,1,22
010116,合肥,肥东县公安局,人民警察,本科,土木工程专业、建筑学专业、工程管理专业,1,56
010117,合肥,肥东县交通运输局,交通运输管理,本科,交通运输专业、交通工程专业、交通设备与控制工程专业,1,88
010118,合肥,肥东县交通运输局,交通工程管理,本科,土木、水利与交通工程专业、土木工程专业、道路桥梁与渡河工程专业,1,90
010119,合肥,肥东县农业农村局,农业管理,本科,植物保护专业、设施农业科学与工程专业、农药化肥专业、动植物检疫专业,2,108
010120,合肥,肥东县商务局,商务运行管理,本科,经济统计学专业、国民经济管理专业、商务经济学专业,1,45
010121,合肥,肥东县商务局,经贸管理,本科,经济与贸易类,1,95
010122,合肥,肥东县卫生健康委员会,卫生健康管理,本科,临床医学专业、预防医学专业、中医学专业、妇幼保健医学专业,2,136
010123,合肥,肥东县市场监督管理局,市场监管,本科,法学类,2,33
010124,合肥,肥东县市场监督管理局,市场监管,本科,机械类,1,29
010125,合肥,肥东县市场监督管理局,市场监管,专科,不限,1,10
010126,合肥,肥西县人民法院,法官助理,本科,法学类（不含特设专业）,2,15
010127,合肥,肥西县人民法院,法官助理,本科,法学类（不含特设专业）,1,3
010128,合肥,肥西县人民法院,司法行政人员,本科,会计学专业、会计专业、审计学专业、财务管理专业,1,170
010129,合肥,肥西县人民检察院,检察官助理,本科,法学类（不含特设专业）,3,64
010130,合肥,肥西县人民检察院,检察官助理,本科,法学类（不含特设专业）,1,16
010131,合肥,肥西县人民检察院,司法行政人员,本科,中国语言文学类、新闻传播学类,1,60
010132,合肥,长丰县纪委监委,执纪监督监察,本科,法学类（不含特设专业）,1,13
010133,合肥,长丰县纪委监委,机关综合,本科,不限,1,4
